instant_hour,date,season_hour,year_hour,month_hour,holiday_hour,weekday_hour,workingday_hour,weather_hour,temp_hour,atemp_hour,humid_hour,windspeed_hour,casual_hour,registered_hour,count_hour,instant_day,season_day,year_day,month_day,hour,holiday_day,weekday_day,workingday_day,weather_day,temp_day,atemp_day,humid_day,windspeed_day,casual_day,registered_day,count_day,month
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,17,Winter,0,1,16,0,6,0,2,0.42,0.4242,0.82,0.2985,41,52,93,January
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,18,Winter,0,1,17,0,6,0,2,0.44,0.4394,0.82,0.2836,15,52,67,January
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,19,Winter,0,1,18,0,6,0,3,0.42,0.4242,0.88,0.2537,9,26,35,January
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,20,Winter,0,1,19,0,6,0,3,0.42,0.4242,0.88,0.2537,6,31,37,January
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,21,Winter,0,1,20,0,6,0,2,0.4,0.4091,0.87,0.2537,11,25,36,January
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,22,Winter,0,1,21,0,6,0,2,0.4,0.4091,0.87,0.194,3,31,34,January
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,23,Winter,0,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,11,17,28,January
1,2011-01-01,1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,331,654,985,24,Winter,0,1,23,0,6,0,2,0.46,0.4545,0.88,0.2985,15,24,39,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,25,Winter,0,1,0,0,0,0,2,0.46,0.4545,0.88,0.2985,4,13,17,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,26,Winter,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537,1,16,17,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,27,Winter,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,1,8,9,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,28,Winter,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,2,4,6,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,29,Winter,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,2,1,3,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,30,Winter,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,31,Winter,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,0,1,1,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,32,Winter,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,8,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,33,Winter,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,1,19,20,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,34,Winter,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,53,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,35,Winter,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,16,54,70,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,36,Winter,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,37,Winter,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,38,Winter,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,39,Winter,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,40,Winter,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,41,Winter,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,42,Winter,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,43,Winter,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,44,Winter,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,45,Winter,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,46,Winter,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9,January
2,2011-01-02,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131,670,801,47,Winter,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,48,Winter,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,0,5,5,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,49,Winter,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,50,Winter,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,51,Winter,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,52,Winter,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,53,Winter,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,54,Winter,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,55,Winter,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,56,Winter,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,57,Winter,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,58,Winter,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,59,Winter,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,60,Winter,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,61,Winter,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,62,Winter,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,63,Winter,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,64,Winter,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,65,Winter,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,66,Winter,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,67,Winter,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,52,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,68,Winter,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20,January
3,2011-01-03,1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,120,1229,1349,69,Winter,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,70,Winter,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,71,Winter,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,72,Winter,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,73,Winter,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,74,Winter,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,75,Winter,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,76,Winter,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,77,Winter,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,78,Winter,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,79,Winter,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,80,Winter,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,81,Winter,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,82,Winter,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,18,79,97,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,83,Winter,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,84,Winter,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,85,Winter,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,86,Winter,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,87,Winter,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,88,Winter,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,89,Winter,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,90,Winter,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,0,48,48,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,91,Winter,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35,January
4,2011-01-04,1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,108,1454,1562,92,Winter,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,93,Winter,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,0,6,6,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,94,Winter,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,6,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,95,Winter,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,0,2,2,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,96,Winter,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,97,Winter,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,98,Winter,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,33,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,99,Winter,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,88,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,100,Winter,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,101,Winter,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,115,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,102,Winter,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,57,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,103,Winter,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,104,Winter,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,105,Winter,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,106,Winter,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,62,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,107,Winter,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,62,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,108,Winter,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,109,Winter,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,190,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,110,Winter,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,111,Winter,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,112,Winter,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,113,Winter,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,3,40,43,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,114,Winter,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,42,January
5,2011-01-05,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82,1518,1600,115,Winter,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,1,18,19,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,116,Winter,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,0,11,11,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,117,Winter,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,118,Winter,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,0,2,2,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,119,Winter,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,1,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,120,Winter,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,121,Winter,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,122,Winter,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,123,Winter,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,3,216,219,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,124,Winter,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,6,116,122,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,125,Winter,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,3,42,45,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,126,Winter,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,127,Winter,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,6,78,84,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,128,Winter,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,129,Winter,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,130,Winter,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,131,Winter,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,132,Winter,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,133,Winter,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,134,Winter,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,135,Winter,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,136,Winter,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,137,Winter,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52,January
6,2011-01-06,1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,88,1518,1606,138,Winter,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23,January
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,139,Winter,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17,January
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,140,Winter,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7,January
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,141,Winter,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1,January
7,2011-01-07,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,142,Winter,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,January
